Course Name,Course Code,Location,Duration,Credit Points,Course Url
Master of Teaching (Early Childhood),MC-TEACHEC,"Parkville, On Campus",24 months full-time or 36 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-teachec
Master of Teaching (Primary),MC-TEACHPR,"Parkville, On Campus",24 months full-time or 36 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-teachpr
Master of Teaching (Secondary),MC-TEACHSA,"Parkville, On Campus",18 months intensive or 24 months full-time or 36 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-teachsa
Master of Translation and Interpreting,MC-TRANINT,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-tranint
Master of Management,MC-MGMT,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-mgmt
Master of Science (Mathematics and Statistics),MC-SCIMAT,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-scimat
Master of Electrical Engineering,MC-ELECENG,"Parkville, On Campus",36 months full-time or 72 months part-time,300,https://handbook.unimelb.edu.au/2024/courses/mc-eleceng
Master of Biomedical Science,MC-BMEDSC,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-bmedsc
Master of Urban Horticulture,MC-URBHORT,"Burnley, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-urbhort
Graduate Certificate in Arts (Advanced),GCA-ARTS,"Parkville, On Campus",6 months full-time or 12 months part-time,50,https://handbook.unimelb.edu.au/2024/courses/gca-arts
Master of Management (Marketing),MC-MGMTMKT,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-mgmtmkt
Master of Architecture/Master of Urban Planning,MC-ARCHUP,"Parkville, On Campus",48 months full-time or 96 months part-time,400,https://handbook.unimelb.edu.au/2024/courses/mc-archup
Master of Social Policy,706AA,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/706aa
Master of Architecture/Master of Landscape Architecture,MC-ARCLARC,"Parkville, On Campus",48 months full-time or 96 months part-time,400,https://handbook.unimelb.edu.au/2024/courses/mc-arclarc
Graduate Diploma in Arts (Advanced),GDA-ARTS,"Parkville, On Campus",12 months full-time or 24 months part-time,100,https://handbook.unimelb.edu.au/2024/courses/gda-arts
Bachelor of Arts (Degree with Honours),BH-ARTS,"Parkville, On Campus",12 months full-time or 24 months part-time,100,https://handbook.unimelb.edu.au/2024/courses/bh-arts
Master of Electrical Engineering,MC-ELECENG,"Parkville, On Campus",36 months full-time or 72 months part-time,300,https://handbook.unimelb.edu.au/2024/courses/mc-eleceng
Master of Science (Bioinformatics),MC-SCIBIF,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-scibif
Master of Applied Linguistics,MC-APLING,"Online and Parkville, Online, On Campus",24 months full-time or 24 months full-time or 48 months part-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-apling
Master of Creative Arts Therapy,MC-CAT,"Southbank, Mixed Attendance Mode",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-cat
Master of Information Technology,MC-IT,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-it
Master of Learning Intervention,MC-LI,"Online and Parkville, Online, On Campus",12 months full-time or 12 months full-time or 24 months part-time or 24 months part-time,100,https://handbook.unimelb.edu.au/2024/courses/mc-li
Master of Journalism,MC-JOURN,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-journ
Master of Global Media Communication,MC-GMCOM,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-gmcom
Master of Marketing Communications,MC-MKTCOMM,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-mktcomm
Master of Music (Performance Teaching),MC-MUSPT,"Parkville, On Campus",18 months full-time or 36 months part-time,150,https://handbook.unimelb.edu.au/2024/courses/mc-muspt
Graduate Diploma in Arts and Cultural Management (Advanced),GDA-ACM,"Parkville, On Campus",12 months full-time or 24 months part-time,100,https://handbook.unimelb.edu.au/2024/courses/gda-acm
Master of Arts (Thesis only),MR-ARTSTHS,"Parkville, On Campus","2 years full-time, or equivalent part-time —",None,https://handbook.unimelb.edu.au/2024/courses/mr-artsths
Bachelor of Science (Degree with Honours),BH-SCI,"Parkville, On Campus",12 months full-time or 24 months part-time,100,https://handbook.unimelb.edu.au/2024/courses/bh-sci
Master of Architecture/Master of Construction Management,MC-ARCHCM,"Parkville, On Campus",48 months full-time or 96 months part-time,400,https://handbook.unimelb.edu.au/2024/courses/mc-archcm
Master of Biomedical Engineering,MC-BIOMENG,"Parkville, On Campus",36 months full-time or 72 months part-time,300,https://handbook.unimelb.edu.au/2024/courses/mc-biomeng
Master of Development Studies,097AB,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/097ab
Master of Cultural Materials Conservation,MC-CULMC,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-culmc
Master of Management (Accounting),MC-MGMTACT,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-mgmtact
Master of Information Systems,MC-IS,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-is
Master of Biotechnology,MC-SCIBIT,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-scibit
Master of Landscape Architecture/Master of Urban Design,MC-LARCHUD,"Parkville, On Campus",48 months full-time or 96 months part-time,400,https://handbook.unimelb.edu.au/2024/courses/mc-larchud
Master of Music (Opera Performance),MC-MUSOP,"Southbank, On Campus",24 months full-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-musop
Graduate Diploma in Science,GD-SC,"Parkville, On Campus",18 months full-time or 30 months part-time,125,https://handbook.unimelb.edu.au/2024/courses/gd-sc
"Master of Creative Writing, Publishing and Editing",D01LF,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/d01lf
Master of International Education (International Baccalaureate),MC-INTEDIB,Online,12 months full-time or 24 months part-time,100,https://handbook.unimelb.edu.au/2024/courses/mc-intedib
Master of Property,MC-PROP,"Parkville, On Campus",36 months full-time or 72 months part-time,300,https://handbook.unimelb.edu.au/2024/courses/mc-prop
Master of Art Curatorship,038AB,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/038ab
Master of Landscape Architecture,MC-LARCH,"Parkville, On Campus",36 months full-time or 72 months part-time,300,https://handbook.unimelb.edu.au/2024/courses/mc-larch
Executive Master of Arts,MC-EMA,"Parkville, On Campus",24 months full-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-ema
Master of Arts (Advanced Seminar & Shorter Thesis),MR-ARTSAST,"Parkville, On Campus","2 years full-time, or equivalent part-time —",None,https://handbook.unimelb.edu.au/2024/courses/mr-artsast
Master of Contemporary Chinese Studies,MC-CONTCS,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-contcs
Master of Engineering Management,761EM,"Parkville, On Campus",12 months full-time or 24 months part-time,100,https://handbook.unimelb.edu.au/2024/courses/761em
Master of Digital Infrastructure Engineering,MC-DINFENG,"Parkville, On Campus",36 months full-time or 72 months part-time,300,https://handbook.unimelb.edu.au/2024/courses/mc-dinfeng
Graduate Diploma in Arts,GD-ARTS,"Parkville, On Campus",12 months full-time or 24 months part-time,100,https://handbook.unimelb.edu.au/2024/courses/gd-arts
Doctor of Clinical Dentistry,ME-DCD,"Parkville, On Campus",36 months full-time,300,https://handbook.unimelb.edu.au/2024/courses/me-dcd
Master of Education,MC-ED,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-ed
Graduate Certificate in Science,GC-SC,"Parkville, On Campus",6 months full-time or 12 months part-time,62,https://handbook.unimelb.edu.au/2024/courses/gc-sc
Master of Mechanical Engineering,MC-MECHENG,"Parkville, On Campus",36 months full-time or 72 months part-time,300,https://handbook.unimelb.edu.au/2024/courses/mc-mecheng
Master of Architecture/Master of Urban Design,MC-ARCHUD,"Parkville, On Campus",48 months full-time or 96 months part-time,400,https://handbook.unimelb.edu.au/2024/courses/mc-archud
Master of Criminology,274AB,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/274ab
Master of Applied Data Analytics,MC-APPDA,Online,24 months part-time,100,https://handbook.unimelb.edu.au/2024/courses/mc-appda
Master of Publishing and Communications,MC-PUBCOM,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-pubcom
Master of Chemical Engineering,MC-CHEMENG,"Parkville, On Campus",36 months full-time or 72 months part-time,300,https://handbook.unimelb.edu.au/2024/courses/mc-chemeng
Master of Software Engineering,MC-SOFTENG,"Parkville, On Campus",36 months full-time or 72 months part-time,300,https://handbook.unimelb.edu.au/2024/courses/mc-softeng
Bachelor of Design (Degree with Honours),BH-DES,"Parkville, On Campus",12 months full-time or 24 months part-time,100,https://handbook.unimelb.edu.au/2024/courses/bh-des
Master of Construction Management,MC-CM,"Parkville, On Campus",36 months full-time or 72 months part-time,300,https://handbook.unimelb.edu.au/2024/courses/mc-cm
Master of Public Health,244CW,"Parkville, Mixed Attendance Mode",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/244cw
Graduate Diploma in Music,GD-MUS,"Southbank, On Campus",12 months full-time or 24 months part-time,100,https://handbook.unimelb.edu.au/2024/courses/gd-mus
Master of Design and Production,MC-DESPROD,"Southbank, On Campus",24 months full-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-desprod
Master of Modern Languages Education,MC-MLED,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-mled
Master of Management (Human Resources),MC-MGMTHRE,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-mgmthre
Bachelor of Biomedicine (Degree with Honours),BH-BMED,"Parkville, On Campus",12 months full-time or 24 months part-time,100,https://handbook.unimelb.edu.au/2024/courses/bh-bmed
Master of Modern Languages Education,MC-MLED,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-mled
Master of International Relations,MC-IR,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-ir
Master of Management (Finance),MC-MGMTFIN,"Parkville, On Campus",24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-mgmtfin
Master of Social Change Leadership,MC-SCL,"Parkville, On Campus",12 months full-time,100,https://handbook.unimelb.edu.au/2024/courses/mc-scl
Graduate Certificate in Social Change Leadership,GC-SCL,Off Campus,12 months part-time,50,https://handbook.unimelb.edu.au/2024/courses/gc-scl
Graduate Certificate in Science (Advanced),GCA-SCI,"Parkville, On Campus",6 months full-time or 12 months part-time,50,https://handbook.unimelb.edu.au/2024/courses/gca-sci
Master of Rehabilitation Science,MC-REHABSC,Online,18 months full-time or 36 months part-time,150,https://handbook.unimelb.edu.au/2024/courses/mc-rehabsc
"Ph.D.- Medicine, Dentistry & Health Sciences",551AA,On Campus,"3 years full-time, or equivalent part-time —",None,https://handbook.unimelb.edu.au/2024/courses/551aa
Specialist Certificate in Cross-Cultural Conservation and Heritage,SC-CCCONS,On Campus,6 months part-time,25,https://handbook.unimelb.edu.au/2024/courses/sc-cccons
Doctor of Philosophy - Victorian College of the Arts,475AA,On Campus,"3 years full-time, or equivalent part-time —",None,https://handbook.unimelb.edu.au/2024/courses/475aa
Ph.D.- Law,501AA,On Campus,"3 years full-time, or equivalent part-time —",None,https://handbook.unimelb.edu.au/2024/courses/501aa
Graduate Certificate in Nursing Practice (Paediatric Intensive Care),GC-NPPIC,Off Campus,12 months part-time,50,https://handbook.unimelb.edu.au/2024/courses/gc-nppic
Master of Fine Arts (Production),MR-FAPROD,On Campus,"2 years full-time, or equivalent part-time —",None,https://handbook.unimelb.edu.au/2024/courses/mr-faprod
Master of Applied Econometrics,MC-APPECON,On Campus,24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-appecon
Ph.D.- Engineering,351AA,On Campus,"3 years full-time, or equivalent part-time —",None,https://handbook.unimelb.edu.au/2024/courses/351aa
Master of Epidemiology,570AA,On Campus,24 months part-time,100,https://handbook.unimelb.edu.au/2024/courses/570aa
Master of Philosophy - Engineering,MR-PHILENG,On Campus,"2 years full-time, or equivalent part-time —",None,https://handbook.unimelb.edu.au/2024/courses/mr-phileng
Doctor of Clinical Dentistry,661AA,On Campus,36 months full-time,300,https://handbook.unimelb.edu.au/2024/courses/661aa
Bachelor of Arts (Extended),B-ARTSEXT,On Campus,48 months full-time or 96 months part-time,400,https://handbook.unimelb.edu.au/2024/courses/b-artsext
Specialist Certificate in Cross-Cultural Conservation and Heritage,SC-CCCONS,On Campus,6 months part-time,25,https://handbook.unimelb.edu.au/2024/courses/sc-cccons
Master of Epidemiology,570AA,On Campus,24 months part-time,100,https://handbook.unimelb.edu.au/2024/courses/570aa
Master of Fine Arts (Contemporary Music),MR-FACMUS,On Campus,"2 years full-time, or equivalent part-time —",None,https://handbook.unimelb.edu.au/2024/courses/mr-facmus
Master of Advanced Nursing,MC-AN,On Campus,18 months full-time or 36 months part-time,150,https://handbook.unimelb.edu.au/2024/courses/mc-an
Master of Science (Computer Science),MC-SCICMP,On Campus,24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-scicmp
Doctor of Philosophy - Music,DR-PHILMUS,On Campus,"4 years full-time, or equivalent part-time —",None,https://handbook.unimelb.edu.au/2024/courses/dr-philmus
Master of Psychiatry,342AA,On Campus,12 months full-time or 36 months part-time,150,https://handbook.unimelb.edu.au/2024/courses/342aa
Ph.D.- Science,751AA,On Campus,"3 years full-time, or equivalent part-time —",None,https://handbook.unimelb.edu.au/2024/courses/751aa
Master of Fine Arts (Interdisciplinary Arts Practice),MR-FAIAP,On Campus,"2 years full-time, or equivalent part-time —",None,https://handbook.unimelb.edu.au/2024/courses/mr-faiap
Doctor of Clinical Dentistry,661AA,On Campus,36 months full-time,300,https://handbook.unimelb.edu.au/2024/courses/661aa
Ph.D.- Architecture & Planning,051AA,On Campus,"3 years full-time, or equivalent part-time —",None,https://handbook.unimelb.edu.au/2024/courses/051aa
Bachelor of Arts (Extended),B-ARTSEXT,On Campus,48 months full-time or 96 months part-time,400,https://handbook.unimelb.edu.au/2024/courses/b-artsext
Diploma in General Studies (Extended),D-GENSTEXT,On Campus,18 months full-time,150,https://handbook.unimelb.edu.au/2024/courses/d-genstext
Ph.D.- Veterinary Science,871AA,On Campus,"3 years full-time, or equivalent part-time —",None,https://handbook.unimelb.edu.au/2024/courses/871aa
Doctor of Philosophy - Engineering,DR-PHILENG,On Campus,"4 years full-time, or equivalent part-time —",None,https://handbook.unimelb.edu.au/2024/courses/dr-phileng
Doctor of Philosophy - Victorian College of the Arts,DR-PHILVCA,On Campus,"4 years full-time, or equivalent part-time —",None,https://handbook.unimelb.edu.au/2024/courses/dr-philvca
Master of Business Administration,MC-BAPT,On Campus,48 months part-time,225,https://handbook.unimelb.edu.au/2024/courses/mc-bapt
Graduate Certificate in Health Informatics and Digital Health,GC-HINFDH,Mixed Attendance Mode,6 months full-time or 12 months part-time,50,https://handbook.unimelb.edu.au/2024/courses/gc-hinfdh
Graduate Certificate in Learning Intervention,GC-LI,On Campus,12 months part-time,50,https://handbook.unimelb.edu.au/2024/courses/gc-li
Master of Educational Psychology/Doctor of Philosophy,G02AA,On Campus,"4 years full-time, or equivalent part-time —",None,https://handbook.unimelb.edu.au/2024/courses/g02aa
Master of Evaluation,MR-EVAL,On Campus,"2 years full-time, or equivalent part-time —",None,https://handbook.unimelb.edu.au/2024/courses/mr-eval
Master of Educational Psychology,312AA,On Campus,24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/312aa
Graduate Diploma in Clinical Dentistry (Implants),GD-CDIMPL,On Campus,24 months part-time,100,https://handbook.unimelb.edu.au/2024/courses/gd-cdimpl
Master of Professional Management,MC-PROFMGT,Online,18 months full-time or 36 months part-time,150,https://handbook.unimelb.edu.au/2024/courses/mc-profmgt
Graduate Certificate in Learning Intervention,GC-LI,On Campus,12 months part-time,50,https://handbook.unimelb.edu.au/2024/courses/gc-li
Master of Educational Psychology/Doctor of Philosophy,G02AA,On Campus,"4 years full-time, or equivalent part-time —",None,https://handbook.unimelb.edu.au/2024/courses/g02aa
Graduate Certificate in Advanced Veterinary Practice,GC-AVETPR,Online,6 months full-time,50,https://handbook.unimelb.edu.au/2024/courses/gc-avetpr
Graduate Certificate in Managing Youth Self-Harm and Suicide,GC-MANYSHS,Online,12 months part-time,50,https://handbook.unimelb.edu.au/2024/courses/gc-manyshs
Master of Environmental Engineering,206EC,On Campus,12 months full-time or 24 months part-time,100,https://handbook.unimelb.edu.au/2024/courses/206ec
Graduate Certificate in Tertiary Education (Management),GC-TEDMGT,Online,12 months part-time,50,https://handbook.unimelb.edu.au/2024/courses/gc-tedmgt
Master of Laws (Global Competition and Consumer Law),MC-LAWGCCL,Mixed Attendance Mode,24 months part-time,100,https://handbook.unimelb.edu.au/2024/courses/mc-lawgccl
Specialist Certificate in Creativity and Health,SC-CRHLTH,Online,6 months part-time,25,https://handbook.unimelb.edu.au/2024/courses/sc-crhlth
Master of Fine Arts (Theatre),MR-FATHTR,On Campus,"2 years full-time, or equivalent part-time —",None,https://handbook.unimelb.edu.au/2024/courses/mr-fathtr
Master of Music (Music Performance),652MP,On Campus,"2 years full-time, or equivalent part-time —",None,https://handbook.unimelb.edu.au/2024/courses/652mp
Master of Music (Composition),652CO,On Campus,"2 years full-time, or equivalent part-time —",None,https://handbook.unimelb.edu.au/2024/courses/652co
Master of Tertiary Education (Management),MC-TEDMGT,Online,24 months part-time,100,https://handbook.unimelb.edu.au/2024/courses/mc-tedmgt
Graduate Certificate in Applied Analytics,GC-APPANA,Online,12 months part-time,50,https://handbook.unimelb.edu.au/2024/courses/gc-appana
Professional Certificate in Wellbeing Leadership,PR-WBLEAD,Online,6 months part-time,25,https://handbook.unimelb.edu.au/2024/courses/pr-wblead
Graduate Certificate in Small Animal Ultrasound Abdominal,GC-SAUA,Online,12 months part-time,50,https://handbook.unimelb.edu.au/2024/courses/gc-saua
Specialist Certificate in Glaucoma and Retinal Disease,SC-GARD,Online,6 months part-time,25,https://handbook.unimelb.edu.au/2024/courses/sc-gard
Specialist Certificate in the Management of Neuro-Ophthalmic Disorders,SC-MGTNOD,Online,6 months part-time,25,https://handbook.unimelb.edu.au/2024/courses/sc-mgtnod
Specialist Certificate in the Management of Paediatric Patients,SC-MPP,Online,6 months part-time,25,https://handbook.unimelb.edu.au/2024/courses/sc-mpp
Specialist Certificate in the Management of Contact Lens Patients,SC-MCLP,Online,6 months part-time,25,https://handbook.unimelb.edu.au/2024/courses/sc-mclp
Specialist Certificate in the Management of Low Vision Patients,SC-MLVP,Online,6 months part-time,25,https://handbook.unimelb.edu.au/2024/courses/sc-mlvp
Specialist Certificate in Criminology (Offender Management),SC-CRIMOM,On Campus,6 months part-time,25,https://handbook.unimelb.edu.au/2024/courses/sc-crimom
Master of Clinical Optometry,MC-CLINOPT,Online,24 months part-time,100,https://handbook.unimelb.edu.au/2024/courses/mc-clinopt
Professional Certificate in Wellbeing Coaching,PR-WBCOACH,Online,6 months part-time,25,https://handbook.unimelb.edu.au/2024/courses/pr-wbcoach
Specialist Certificate in Glaucoma and Retinal Disease,SC-GARD,Online,6 months part-time,25,https://handbook.unimelb.edu.au/2024/courses/sc-gard
Master of Applied Analytics,MC-APPANA,Online,24 months part-time,100,https://handbook.unimelb.edu.au/2024/courses/mc-appana
Master of Clinical Dentistry,MC-CLIND,On Campus,12 months full-time or 24 months part-time,100,https://handbook.unimelb.edu.au/2024/courses/mc-clind
Master of Production Design,MC-PRODDES,On Campus,24 months full-time,200,https://handbook.unimelb.edu.au/2024/courses/mc-proddes
Master of Engineering,MC-ENG,On Campus,36 months full-time or 72 months part-time,300,https://handbook.unimelb.edu.au/2024/courses/mc-eng
Master of Spatial Engineering,MC-SPATENG,On Campus,36 months full-time or 72 months part-time,300,https://handbook.unimelb.edu.au/2024/courses/mc-spateng
Master of Environment,441ME,On Campus,24 months full-time or 48 months part-time,200,https://handbook.unimelb.edu.au/2024/courses/441me
